student_id,carrera,semestre,horas_sueno,horas_estudio,asistencia_pct,actividad_fisica_min,cafe_tazas,estres_escala,uso_redes_horas,promedio_previo,calificacion_final,aprobacion,beca,trabaja,genero,grupo
STU-00236,Ciencia de Datos,9,5.8,8.9,86.5,63,2,6,1.7,78.3,86.8,1,no,5.4,mujer,C
STU-00237,Estadistica,1,7.5,2.7,69.0,82,4,6,1.4,69.7,46.9,0,no,22.6,hombre,E
STU-00238,Estadistica,5,5.2,4.7,74.5,88,2,7,1.8,87.1,59.4,0,no,23.3,hombre,B
STU-00239,Estadistica,7,8.4,13.3,89.2,13,1,5,0.1,89.9,98.1,1,si,0.0,hombre,D
STU-00240,Estadistica,6,6.3,8.4,87.7,41,1,7,1.6,85.9,77.1,1,no,26.0,hombre,B
STU-00241,Estadistica,4,7.5,8.0,97.6,78,2,2,0.8,74.0,85.1,1,si,0.0,mujer,C
STU-00242,Economia,5,8.9,3.5,52.9,59,1,8,1.2,69.7,36.2,0,si,13.4,hombre,C
STU-00243,Matematicas,1,7.4,7.6,77.5,26,0,5,5.4,86.2,78.2,1,no,0.0,hombre,C
STU-00244,Estadistica,2,7.0,7.5,85.6,67,0,5,2.0,80.9,77.5,1,si,0.0,hombre,A
STU-00245,Ciencia de Datos,6,6.1,10.2,91.3,52,0,5,0.1,92.6,89.7,1,no,0.0,hombre,D
STU-00246,Estadistica,6,6.6,6.5,75.6,66,0,7,1.2,80.3,76.0,1,si,0.0,hombre,E
STU-00247,Matematicas,7,8.3,9.5,80.6,23,2,7,0.4,96.9,88.3,1,no,0.0,hombre,A
STU-00248,Ciencia de Datos,9,6.5,12.3,89.6,62,1,7,1.5,77.0,79.5,1,si,0.0,hombre,E
STU-00249,Matematicas,7,7.1,7.1,84.2,108,0,5,1.8,79.7,77.2,1,si,0.0,hombre,F
STU-00250,Matematicas,2,7.7,4.6,74.0,42,3,7,7.7,96.3,69.6,0,si,0.0,hombre,B
STU-00251,Matematicas,5,6.6,7.9,89.4,47,1,5,0.1,88.6,67.5,0,si,0.0,mujer,D
STU-00252,Estadistica,2,6.0,5.0,80.7,10,0,6,3.5,76.6,70.7,1,si,15.4,hombre,D
STU-00253,Matematicas,2,5.0,1.0,75.9,105,1,7,2.4,78.4,46.5,0,no,12.6,hombre,E
STU-00254,Economia,1,7.7,4.2,69.2,26,1,6,2.7,73.6,67.2,0,no,17.2,hombre,C
STU-00255,Actuaria,8,7.2,6.4,83.3,26,3,6,1.0,75.3,81.4,1,si,16.8,hombre,C
STU-00256,Economia,5,6.6,8.2,79.3,0,3,7,1.0,90.3,80.1,1,no,1.8,mujer,C
STU-00257,Actuaria,8,6.9,6.3,75.0,74,1,7,2.0,90.0,72.6,1,no,11.4,hombre,A
STU-00258,Actuaria,3,6.5,4.3,70.0,0,2,7,4.2,90.9,63.5,0,si,0.0,mujer,A
STU-00259,Estadistica,8,7.2,13.1,99.2,78,0,4,1.5,100.0,100.0,1,si,0.0,mujer,D
STU-00260,Actuaria,2,8.4,7.5,90.8,91,1,4,3.1,75.8,74.4,1,no,0.0,mujer,F
STU-00261,Matematicas,6,6.8,9.3,78.7,84,2,8,0.9,100.0,78.1,1,no,8.5,prefiere_no_decir,C
STU-00262,Matematicas,5,6.0,5.8,77.1,60,4,8,4.5,89.4,77.1,1,no,27.7,mujer,C
STU-00263,Ciencia de Datos,8,7.0,2.2,63.4,33,3,7,2.3,82.5,60.2,0,si,29.4,hombre,A
STU-00264,Actuaria,7,7.7,8.1,100.0,157,1,3,2.1,86.5,89.0,1,no,8.9,hombre,B
STU-00265,Estadistica,5,6.2,7.3,84.1,144,2,7,3.1,85.2,74.0,1,no,13.4,hombre,B
STU-00266,Estadistica,6,7.2,6.1,68.5,63,5,8,6.2,80.6,57.9,0,si,0.0,hombre,F
STU-00267,Actuaria,6,7.1,8.5,88.2,84,1,4,1.2,88.8,81.5,1,si,0.0,mujer,D
STU-00268,Economia,8,5.5,4.9,70.2,106,1,6,2.2,79.4,52.3,0,si,13.5,mujer,D
STU-00269,Matematicas,8,8.9,8.4,69.7,1,1,6,2.6,72.1,62.2,0,no,0.0,mujer,F
STU-00270,Actuaria,7,7.4,11.1,76.0,61,4,8,1.5,94.5,86.5,1,no,14.1,mujer,E
STU-00271,Actuaria,3,8.6,6.1,71.5,44,0,7,2.6,91.1,72.3,1,si,16.9,mujer,D
STU-00272,Matematicas,8,6.4,7.2,82.8,51,4,8,8.8,92.8,79.7,1,no,11.9,hombre,A
STU-00273,Estadistica,3,8.5,6.8,74.7,0,1,7,6.4,75.0,59.1,0,si,0.0,mujer,E
STU-00274,Ciencia de Datos,9,7.4,14.2,89.3,43,3,7,4.1,89.7,92.7,1,si,0.0,hombre,A
STU-00275,Actuaria,6,6.6,5.6,71.5,66,3,6,0.9,77.4,74.9,1,si,14.6,hombre,A
STU-00276,Actuaria,4,5.5,4.6,80.3,86,3,4,4.5,80.8,69.2,0,no,0.0,mujer,F
STU-00277,Matematicas,4,6.1,1.4,73.7,34,1,6,0.1,74.0,55.3,0,no,7.2,mujer,E
STU-00278,Ciencia de Datos,7,6.6,12.6,100.0,135,2,4,2.1,93.5,100.0,1,no,0.0,hombre,D
STU-00279,Ciencia de Datos,2,7.0,5.4,86.0,17,2,2,0.8,64.6,76.3,1,no,0.0,prefiere_no_decir,E
STU-00280,Actuaria,5,4.8,3.6,92.6,20,2,7,3.3,71.7,50.2,0,no,17.4,mujer,C
STU-00281,Estadistica,7,8.6,8.7,90.8,31,1,6,5.7,95.4,90.6,1,si,0.0,prefiere_no_decir,E
STU-00282,Ciencia de Datos,4,7.1,3.6,77.9,0,3,5,0.8,72.0,60.6,0,no,15.4,mujer,E
STU-00283,Matematicas,4,5.6,6.3,87.3,76,2,8,1.4,70.9,58.1,0,si,0.0,mujer,A
STU-00284,Matematicas,2,6.3,8.1,80.6,16,0,9,5.3,80.1,73.4,1,si,0.0,hombre,D
STU-00285,Economia,6,8.2,5.8,72.9,36,0,6,0.8,82.1,69.2,0,si,0.0,mujer,E
STU-00286,Economia,8,6.9,9.3,82.2,80,0,6,1.6,86.3,88.7,1,si,0.0,mujer,B
STU-00287,Matematicas,1,7.7,10.7,97.3,131,1,5,4.1,85.3,86.2,1,si,0.0,mujer,F
STU-00288,Actuaria,2,7.7,3.6,73.0,24,1,6,3.8,84.9,60.7,0,no,0.0,prefiere_no_decir,C
STU-00289,Actuaria,8,6.8,7.3,63.4,46,3,6,3.0,96.7,77.5,1,si,25.6,hombre,A
STU-00290,Estadistica,2,6.2,5.9,83.5,59,0,5,1.0,91.5,78.1,1,si,17.6,no_binario,A
STU-00291,Actuaria,5,6.0,6.2,86.1,92,2,5,0.7,74.9,69.3,0,no,0.0,mujer,B
STU-00292,Economia,5,7.0,6.6,79.4,30,2,6,3.7,79.8,73.7,1,no,0.0,mujer,E
STU-00293,Economia,2,7.1,2.0,60.3,34,2,5,6.4,63.0,53.8,0,no,0.0,hombre,D
STU-00294,Ciencia de Datos,6,7.6,8.9,95.7,62,0,4,2.9,87.3,97.2,1,no,0.0,hombre,E
STU-00295,Estadistica,3,9.1,8.1,93.3,87,0,5,1.7,72.7,80.2,1,no,0.0,mujer,A
STU-00296,Ciencia de Datos,8,5.9,6.2,63.8,32,1,6,3.2,80.2,54.1,0,si,27.8,mujer,B
STU-00297,Estadistica,9,5.8,8.4,64.5,50,2,8,1.5,87.1,56.3,0,no,5.2,hombre,A
STU-00298,Estadistica,2,6.2,1.4,69.9,82,1,5,1.8,84.1,57.1,0,no,21.8,mujer,D
STU-00299,Estadistica,9,5.4,7.0,83.7,130,3,9,2.3,76.1,57.9,0,no,32.5,mujer,C
STU-00300,Estadistica,3,6.2,7.5,84.3,95,4,7,0.6,96.6,71.6,1,si,0.0,hombre,F
STU-00301,Actuaria,7,5.9,7.3,57.9,21,1,9,2.3,92.4,69.0,0,no,20.3,mujer,C
STU-00302,Economia,1,6.9,4.1,87.1,115,2,3,2.1,90.8,81.4,1,no,21.0,hombre,C
STU-00303,Ciencia de Datos,4,6.8,7.6,76.5,16,2,6,4.2,89.2,76.4,1,no,8.7,mujer,D
STU-00304,Economia,1,6.8,0.5,75.4,78,1,6,3.9,80.0,54.8,0,si,30.9,hombre,C
STU-00305,Actuaria,8,6.0,8.0,98.6,128,1,4,5.3,83.0,73.8,1,no,0.0,mujer,E
STU-00306,Estadistica,5,7.7,2.8,91.9,89,2,5,1.8,92.5,83.8,1,si,0.0,mujer,D
STU-00307,Matematicas,5,7.0,9.6,79.2,55,0,7,3.1,94.5,85.1,1,si,9.9,hombre,A
STU-00308,Estadistica,2,6.6,6.8,78.0,62,1,6,2.7,93.8,82.6,1,no,0.0,mujer,F
STU-00309,Estadistica,1,6.9,5.4,89.9,17,3,6,0.1,63.3,75.0,1,si,0.0,hombre,B
STU-00310,Economia,9,7.2,5.9,64.9,5,1,10,1.9,82.7,58.7,0,si,0.0,mujer,A
STU-00311,Actuaria,1,5.5,0.5,63.7,35,1,5,1.5,90.5,55.1,0,si,32.4,hombre,D
STU-00312,Ciencia de Datos,6,6.8,5.4,72.1,78,0,5,1.6,71.6,69.0,0,si,7.2,hombre,D
STU-00313,Estadistica,7,5.9,7.1,72.5,69,1,9,1.2,82.0,60.9,0,no,20.2,mujer,E
STU-00314,Estadistica,3,7.1,8.8,81.7,46,0,5,0.1,91.3,74.1,1,no,0.0,mujer,D
STU-00315,Actuaria,1,6.8,3.1,83.7,118,2,2,0.8,68.6,60.2,0,si,18.4,mujer,D
STU-00316,Ciencia de Datos,4,8.5,6.9,96.0,166,0,4,0.2,94.4,98.3,1,si,4.9,hombre,B
STU-00317,Estadistica,4,8.9,7.4,84.7,24,2,4,1.0,79.0,75.8,1,no,0.0,mujer,A
STU-00318,Actuaria,7,6.2,7.8,72.4,25,1,8,3.1,66.4,67.0,0,no,0.0,mujer,E
STU-00319,Estadistica,5,7.9,6.6,77.1,68,0,3,1.1,82.4,81.8,1,si,0.0,hombre,B
STU-00320,Economia,2,7.6,8.2,80.7,39,2,8,7.5,89.6,79.0,1,si,6.3,mujer,F
STU-00321,Estadistica,7,6.5,7.1,73.5,46,1,6,1.9,79.1,66.0,0,no,0.0,hombre,A
STU-00322,Estadistica,1,6.9,6.3,83.4,68,1,3,2.5,74.5,72.3,1,no,0.0,hombre,C
STU-00323,Actuaria,7,4.8,6.6,74.0,29,1,7,2.6,86.3,53.9,0,no,17.2,mujer,F
STU-00324,Actuaria,5,6.7,7.3,82.7,62,1,5,1.9,78.9,72.2,1,no,12.5,hombre,F
STU-00325,Estadistica,9,7.0,8.1,84.9,58,3,7,4.9,87.4,87.5,1,no,0.0,mujer,B
STU-00326,Estadistica,6,6.6,8.9,80.6,59,1,6,4.4,77.4,73.2,1,no,0.0,hombre,C
STU-00327,Ciencia de Datos,2,7.5,3.9,81.4,42,0,7,0.8,80.0,62.9,0,no,21.8,hombre,F
STU-00328,Economia,8,6.9,7.9,60.7,25,0,6,4.3,79.4,74.1,1,no,15.4,hombre,E
STU-00329,Ciencia de Datos,9,5.4,7.4,74.1,53,2,9,3.5,66.6,52.6,0,no,14.9,no_binario,F
STU-00330,Economia,4,7.3,6.4,62.1,77,0,6,4.8,84.3,65.0,0,si,0.0,mujer,D
STU-00331,Estadistica,5,7.5,5.2,61.0,84,3,6,4.6,89.2,73.5,1,si,0.0,hombre,B
STU-00332,Estadistica,9,6.2,11.4,67.3,23,2,7,2.0,88.2,81.8,1,si,0.0,mujer,F
STU-00333,Economia,7,6.5,4.0,69.0,35,2,8,3.1,68.8,71.6,1,no,18.4,hombre,F
STU-00334,Actuaria,5,7.2,9.0,87.8,89,5,6,1.7,82.9,67.0,0,no,0.0,mujer,A
STU-00335,Economia,2,7.2,4.1,83.8,42,0,4,2.5,59.3,56.6,0,si,0.0,mujer,E
STU-00336,Economia,3,7.5,6.3,90.9,27,2,6,6.3,79.6,74.7,1,si,0.0,mujer,E
STU-00337,Ciencia de Datos,6,8.6,3.7,88.3,23,0,7,1.4,85.8,67.3,0,no,0.0,hombre,B
STU-00338,Estadistica,5,7.9,6.7,81.1,37,2,6,4.0,69.8,79.2,1,no,0.0,hombre,C
STU-00339,Ciencia de Datos,8,8.1,11.1,86.8,23,2,7,4.2,76.7,75.3,1,si,0.0,hombre,E
STU-00340,Matematicas,2,7.0,2.6,65.5,54,0,7,4.8,75.8,53.2,0,no,0.0,mujer,C
STU-00341,Economia,8,7.1,6.3,82.5,44,1,8,5.4,73.5,71.7,1,no,0.0,prefiere_no_decir,C
STU-00342,Matematicas,2,8.8,9.8,86.8,80,1,3,1.2,86.1,77.3,1,si,13.3,hombre,C
STU-00343,Estadistica,4,6.7,9.5,74.4,151,3,8,2.7,66.9,60.3,0,no,29.5,mujer,B
STU-00344,Estadistica,1,7.0,2.7,63.6,36,1,6,1.4,84.9,62.3,0,si,21.4,mujer,F
STU-00345,Actuaria,1,7.0,2.4,81.0,83,0,3,2.8,93.8,65.7,0,no,0.0,mujer,B
STU-00346,Matematicas,4,4.9,5.4,79.7,62,2,6,2.5,74.6,64.7,0,no,19.3,hombre,D
STU-00347,Estadistica,9,5.4,6.5,84.2,52,3,6,4.3,83.8,77.0,1,no,14.9,mujer,E
STU-00348,Actuaria,5,8.0,9.2,100.0,150,0,4,2.2,85.5,88.0,1,si,0.0,hombre,D
STU-00349,Actuaria,2,8.1,6.0,67.0,2,1,5,2.1,79.1,65.0,0,no,0.0,mujer,E
STU-00350,Actuaria,5,7.3,5.4,67.3,50,1,4,4.0,86.8,86.9,1,no,21.6,mujer,B
STU-00351,Matematicas,9,6.9,11.5,83.9,20,1,7,2.2,80.6,88.9,1,si,0.0,hombre,B
STU-00352,Economia,4,7.6,6.6,72.6,46,0,6,3.8,73.2,69.7,0,no,0.0,hombre,A
STU-00353,Actuaria,2,7.1,3.2,78.7,109,2,7,0.1,89.7,77.8,1,no,19.8,hombre,E
STU-00354,Estadistica,3,7.0,5.3,93.3,131,2,8,5.7,93.0,78.8,1,si,17.7,hombre,E
STU-00355,Economia,4,8.3,4.1,76.3,152,0,4,0.8,77.0,65.7,0,si,19.3,mujer,E
STU-00356,Economia,4,7.4,3.3,58.5,25,2,8,3.2,70.7,52.5,0,no,17.8,hombre,B
STU-00357,Estadistica,2,7.6,7.7,86.1,6,1,4,0.1,80.1,81.6,1,no,0.0,mujer,C
STU-00358,Matematicas,7,7.7,8.3,88.6,146,2,5,2.6,88.8,73.5,1,si,13.0,mujer,A
STU-00359,Ciencia de Datos,9,5.4,11.8,88.7,35,2,7,2.2,100.0,91.2,1,si,0.0,mujer,B
STU-00360,Actuaria,8,7.3,8.4,63.8,1,3,10,2.9,84.3,59.7,0,no,14.8,hombre,A
STU-00361,Estadistica,2,6.6,3.2,61.5,61,5,8,8.3,76.1,72.7,1,si,0.0,mujer,C
STU-00362,Actuaria,6,6.3,4.8,63.6,54,2,8,1.4,89.9,66.5,0,no,17.2,hombre,F
STU-00363,Economia,3,5.8,7.9,70.6,59,5,6,3.0,73.3,71.2,1,si,10.9,mujer,C
STU-00364,Estadistica,9,6.0,9.6,87.8,98,1,6,1.1,83.9,81.9,1,no,0.0,hombre,E
STU-00365,Economia,4,8.2,3.9,64.1,15,2,6,4.0,80.5,63.4,0,no,0.0,hombre,E
STU-00366,Economia,7,7.8,4.3,65.4,36,2,5,5.2,78.6,56.7,0,si,12.8,mujer,F
STU-00367,Actuaria,4,7.2,8.1,91.0,40,0,5,3.1,80.6,77.8,1,no,0.0,hombre,F
STU-00368,Estadistica,3,7.6,8.8,87.2,19,2,5,1.5,84.0,80.7,1,si,0.0,mujer,A
STU-00369,Economia,6,5.5,11.1,89.0,31,3,6,3.9,84.2,79.3,1,no,0.0,hombre,F
STU-00370,Matematicas,1,6.0,5.8,97.8,90,1,4,1.3,85.2,69.3,0,no,0.0,hombre,C
STU-00371,Matematicas,9,6.7,7.2,78.8,60,2,9,1.8,74.9,59.5,0,no,15.2,no_binario,D
STU-00372,Economia,1,6.4,4.9,80.0,33,1,3,1.8,78.5,78.3,1,si,0.0,hombre,E
STU-00373,Estadistica,8,4.9,5.1,68.2,26,5,7,2.5,79.9,50.7,0,no,18.0,mujer,B
STU-00374,Estadistica,8,7.4,9.9,81.4,32,0,8,0.9,69.6,64.9,0,no,0.0,mujer,A
STU-00375,Estadistica,8,7.3,6.6,81.3,41,5,7,3.3,90.8,78.3,1,no,16.5,hombre,A
STU-00376,Estadistica,1,7.5,6.0,57.1,32,2,5,0.6,66.8,57.8,0,no,15.0,hombre,D
STU-00377,Actuaria,9,6.4,6.8,86.2,17,2,5,2.5,93.4,88.1,1,no,0.0,mujer,A
STU-00378,Matematicas,4,6.3,7.0,98.0,106,2,4,3.4,73.9,77.4,1,no,0.0,hombre,B
STU-00379,Estadistica,9,7.1,8.6,74.3,64,3,5,2.3,78.5,79.8,1,si,0.0,mujer,D
STU-00380,Estadistica,1,7.0,5.1,83.6,95,1,5,3.7,75.5,69.8,0,no,0.0,hombre,F
STU-00381,Ciencia de Datos,3,7.3,6.7,81.0,100,0,6,1.8,69.5,67.6,0,si,19.8,hombre,B
STU-00382,Estadistica,7,7.1,11.5,84.0,39,2,7,3.2,88.9,85.0,1,no,0.0,mujer,C
STU-00383,Estadistica,6,8.9,9.3,79.3,45,4,9,3.5,88.1,65.4,0,si,16.7,mujer,B
STU-00384,Estadistica,4,7.6,0.7,77.9,100,2,8,5.2,77.8,51.8,0,no,26.4,hombre,E
STU-00385,Estadistica,5,6.5,7.3,68.9,59,1,5,1.5,68.6,52.8,0,si,21.2,mujer,A
STU-00386,Economia,1,7.5,2.7,56.3,98,0,4,2.0,82.5,54.8,0,no,0.0,hombre,D
STU-00387,Estadistica,5,5.8,1.9,85.4,46,2,7,5.2,80.4,64.5,0,si,26.9,hombre,C
STU-00388,Ciencia de Datos,5,8.1,7.1,74.5,75,0,5,5.6,64.2,65.8,0,no,0.0,mujer,A
STU-00389,Ciencia de Datos,3,8.4,3.5,93.2,114,1,3,4.6,53.9,64.0,0,si,0.0,hombre,B
STU-00390,Actuaria,1,8.1,1.9,74.2,86,2,6,8.6,77.6,59.1,0,no,17.0,hombre,A
STU-00391,Economia,3,6.6,5.6,77.4,28,3,8,0.4,75.6,68.0,0,no,14.4,hombre,B
STU-00392,Actuaria,3,6.4,0.5,73.6,217,3,5,4.7,87.4,58.7,0,si,22.5,mujer,C
STU-00393,Ciencia de Datos,8,7.7,8.8,82.6,62,1,6,0.8,77.0,83.9,1,no,0.0,mujer,E
STU-00394,Economia,2,6.3,5.2,99.4,47,0,5,1.5,91.8,82.7,1,no,0.0,mujer,C
STU-00395,Estadistica,1,8.3,5.4,59.9,9,1,6,1.5,74.7,60.5,0,si,0.0,mujer,D
STU-00396,Matematicas,6,7.8,6.9,79.4,43,2,7,3.1,80.7,70.8,1,no,9.8,hombre,B
STU-00397,Matematicas,1,6.8,6.4,100.0,84,2,4,0.6,68.5,85.8,1,no,0.0,hombre,F
STU-00398,Estadistica,1,7.5,7.6,82.8,48,1,5,2.4,71.2,67.0,0,no,0.0,mujer,C
STU-00399,Actuaria,5,6.6,4.8,74.2,30,0,6,5.7,71.9,60.4,0,si,16.3,mujer,C
STU-00400,Estadistica,9,6.4,8.3,100.0,109,2,6,0.4,92.6,85.6,1,si,21.4,mujer,E
STU-00401,Matematicas,1,6.3,1.9,67.1,77,1,7,1.4,78.1,57.9,0,si,13.1,mujer,C
STU-00402,Matematicas,6,8.1,5.2,74.6,4,1,6,1.4,93.4,70.2,1,si,0.0,mujer,E
STU-00403,Estadistica,5,8.4,7.6,94.0,87,0,6,0.9,74.4,72.7,1,si,0.0,hombre,C
STU-00404,Economia,6,7.3,8.7,76.2,15,3,7,1.8,77.6,81.6,1,no,0.0,hombre,F
STU-00405,Estadistica,2,6.7,10.5,93.1,45,1,5,0.9,79.2,84.4,1,no,0.0,mujer,C
STU-00406,Ciencia de Datos,3,8.0,8.7,100.0,94,1,3,1.3,88.8,84.9,1,no,0.0,hombre,B
STU-00407,Ciencia de Datos,9,7.5,10.6,82.1,26,1,5,5.7,75.4,82.1,1,no,0.0,hombre,C
STU-00408,Ciencia de Datos,3,7.3,4.0,84.9,77,0,6,5.2,77.2,68.5,0,no,0.0,hombre,B
STU-00409,Matematicas,7,5.8,5.6,73.4,40,3,7,8.9,82.6,57.5,0,no,26.9,no_binario,B
STU-00410,Matematicas,7,5.4,10.9,91.8,39,2,7,1.9,96.8,90.5,1,no,0.0,mujer,B
STU-00411,Estadistica,1,7.8,4.7,77.8,30,0,4,2.6,68.0,67.6,0,no,0.0,prefiere_no_decir,B
STU-00412,Actuaria,3,5.9,3.9,66.6,69,3,6,1.1,81.3,61.1,0,no,16.4,hombre,F
STU-00413,Estadistica,2,8.4,5.7,86.1,73,0,5,3.1,83.4,75.2,1,si,6.8,hombre,D
STU-00414,Estadistica,8,6.3,12.1,94.4,53,3,2,2.7,96.1,95.9,1,no,0.0,mujer,F
STU-00415,Matematicas,7,8.3,9.2,80.1,68,2,7,2.7,93.2,78.0,1,no,7.9,mujer,B
STU-00416,Estadistica,9,7.3,7.1,88.7,64,1,7,5.5,78.8,89.8,1,no,0.0,mujer,D
STU-00417,Ciencia de Datos,3,7.6,7.0,81.7,55,3,5,3.1,76.4,77.3,1,si,0.0,no_binario,D
STU-00418,Economia,8,6.2,7.5,63.7,87,0,8,5.4,100.0,76.0,1,si,0.0,mujer,B
STU-00419,Ciencia de Datos,9,8.4,11.4,89.3,63,3,8,4.0,91.0,85.4,1,no,0.0,hombre,B
STU-00420,Estadistica,7,5.7,6.1,68.1,45,2,9,1.5,79.7,50.9,0,no,12.6,mujer,C
STU-00421,Estadistica,2,7.4,7.6,99.3,113,2,4,2.1,86.2,88.4,1,no,0.0,hombre,D
STU-00422,Matematicas,7,7.5,9.2,78.2,40,1,9,5.7,92.9,78.9,1,no,0.0,mujer,B
STU-00423,Estadistica,4,6.8,4.6,62.5,36,1,8,5.7,89.9,55.0,0,si,27.8,prefiere_no_decir,B
STU-00424,Estadistica,3,6.6,8.8,84.7,53,0,7,0.9,85.4,92.4,1,si,0.0,mujer,F
STU-00425,Ciencia de Datos,7,6.7,6.8,86.4,30,2,7,5.3,75.6,74.6,1,no,0.0,hombre,C
STU-00426,Actuaria,8,7.3,4.2,77.9,30,1,7,4.7,88.4,74.2,1,no,18.1,hombre,E
STU-00427,Economia,3,7.6,5.3,73.7,5,0,7,6.4,85.1,74.8,1,no,0.0,mujer,E
STU-00428,Ciencia de Datos,6,7.3,7.2,93.6,50,0,4,1.6,81.1,93.4,1,si,8.0,hombre,F
STU-00429,Estadistica,2,6.0,3.1,70.8,74,0,4,6.1,99.0,77.3,1,si,0.0,mujer,C
STU-00430,Economia,6,8.6,7.2,69.5,34,2,5,1.8,74.6,61.6,0,no,14.1,mujer,D
STU-00431,Estadistica,3,8.0,4.6,76.8,26,1,5,1.1,74.7,59.7,0,no,0.0,mujer,D
STU-00432,Actuaria,3,6.8,5.6,71.8,69,0,7,9.0,81.8,64.5,0,no,0.0,mujer,A
STU-00433,Estadistica,7,8.6,4.4,75.7,39,2,6,1.2,71.8,63.9,0,no,0.0,mujer,E
STU-00434,Actuaria,9,7.9,7.4,69.7,55,2,7,1.1,84.2,79.0,1,si,18.7,mujer,A
STU-00435,Actuaria,9,8.7,8.0,82.2,128,1,5,2.3,94.1,67.8,0,no,0.0,mujer,B
STU-00436,Actuaria,4,7.1,4.5,83.3,60,0,6,0.7,68.0,65.1,0,no,0.0,no_binario,D
STU-00437,Matematicas,5,7.7,7.2,81.6,56,1,8,2.2,77.1,69.7,0,no,0.0,hombre,E
STU-00438,Economia,9,7.7,11.4,92.7,34,1,6,2.6,86.6,80.2,1,no,0.0,no_binario,C
STU-00439,Estadistica,6,7.6,8.5,100.0,90,0,4,2.0,78.8,84.9,1,si,0.0,mujer,C
STU-00440,Estadistica,8,6.9,9.6,92.2,133,0,4,1.2,80.8,91.4,1,no,0.0,mujer,F
STU-00441,Ciencia de Datos,9,6.1,7.5,83.2,51,0,6,0.8,86.4,86.7,1,no,16.7,mujer,E
STU-00442,Estadistica,3,7.0,7.2,83.7,28,0,4,2.0,77.9,79.6,1,no,0.0,hombre,B
STU-00443,Actuaria,7,6.0,5.6,69.2,65,1,8,2.8,71.0,60.9,0,no,10.0,mujer,F
STU-00444,Actuaria,1,7.7,7.2,74.4,3,0,3,0.9,74.0,66.4,0,si,0.0,mujer,D
STU-00445,Matematicas,4,7.0,4.5,75.5,58,2,5,1.8,65.6,65.2,0,si,18.6,hombre,E
STU-00446,Ciencia de Datos,7,7.2,4.7,74.4,24,3,6,2.7,83.9,72.3,1,si,24.2,mujer,A
STU-00447,Matematicas,4,6.7,6.5,85.5,48,1,3,3.0,82.6,80.1,1,no,0.0,hombre,A
STU-00448,Actuaria,1,4.9,5.9,80.1,55,3,8,3.2,77.7,53.2,0,si,28.0,no_binario,C
STU-00449,Matematicas,2,5.5,4.9,61.1,49,2,7,6.4,95.3,56.5,0,no,0.0,hombre,A
STU-00450,Matematicas,8,6.5,10.1,76.7,92,1,6,2.7,66.7,73.2,1,si,0.0,mujer,D
STU-00451,Estadistica,4,7.5,6.2,85.8,83,0,3,2.7,79.0,82.8,1,no,0.0,mujer,B
STU-00452,Estadistica,3,7.4,10.9,100.0,126,1,6,2.6,86.5,85.0,1,si,0.0,hombre,D
STU-00453,Ciencia de Datos,9,7.2,5.3,71.5,43,3,7,1.4,84.7,80.7,1,si,19.1,mujer,D
STU-00454,Estadistica,8,6.8,3.2,68.6,56,1,9,2.9,84.3,56.8,0,no,19.6,hombre,C
STU-00455,Economia,4,7.5,4.9,87.4,94,0,3,0.4,77.3,71.0,1,no,0.0,hombre,D
STU-00456,Estadistica,2,8.6,5.8,97.5,35,0,5,3.3,95.0,82.4,1,no,0.0,hombre,A
STU-00457,Ciencia de Datos,3,6.3,7.1,100.0,107,1,6,2.6,81.6,76.4,1,no,0.0,hombre,A
STU-00458,Ciencia de Datos,7,6.7,8.5,81.9,83,1,5,6.1,93.0,81.9,1,si,9.5,mujer,A
STU-00459,Matematicas,6,6.9,6.5,68.1,53,2,4,1.6,78.4,69.6,0,no,0.0,no_binario,C
STU-00460,Estadistica,4,7.5,3.7,78.8,26,1,7,1.7,95.9,72.5,1,no,8.5,hombre,D
STU-00461,Actuaria,6,7.4,9.1,96.9,75,1,5,0.6,90.7,87.7,1,si,0.0,hombre,D
STU-00462,Estadistica,1,7.3,8.8,77.3,6,1,3,2.1,76.4,84.5,1,no,0.0,hombre,F
STU-00463,Economia,9,6.9,6.5,82.5,109,2,6,2.0,89.3,71.2,1,si,22.6,hombre,E
STU-00464,Ciencia de Datos,5,7.6,7.5,84.5,17,0,7,4.0,82.2,80.1,1,si,7.1,mujer,B
STU-00465,Matematicas,4,6.3,12.4,94.7,70,2,6,1.0,83.6,98.8,1,no,0.0,hombre,A
STU-00466,Economia,4,6.4,5.8,77.3,92,2,6,2.5,82.5,64.1,0,si,23.4,mujer,E
STU-00467,Matematicas,8,9.8,8.2,93.0,69,2,5,0.4,76.0,66.2,0,no,0.0,prefiere_no_decir,D
STU-00468,Actuaria,1,8.4,5.5,80.1,17,0,6,1.1,77.7,70.5,1,si,0.0,mujer,B
STU-00469,Estadistica,3,6.5,7.7,91.1,59,1,7,2.6,78.7,77.0,1,no,31.6,hombre,B
STU-00470,Estadistica,3,6.8,6.6,82.9,84,1,5,1.2,69.4,67.0,0,no,0.0,mujer,E
STU-00471,Economia,1,8.5,0.5,62.6,0,1,6,3.7,69.5,45.9,0,no,6.9,mujer,D
STU-00472,Economia,9,8.0,12.1,97.1,96,2,5,1.2,87.2,86.8,1,no,11.2,hombre,B
